image_id,source,bbox_count,stratify_group,fold
2bd2f0714,inrae_1,10,inrae_1_0,0
2bfadaa91,ethz_1,48,ethz_1_2,4
2c28cb6dd,arvalis_1,48,arvalis_1_2,1
2c2c2a3d6,arvalis_1,25,arvalis_1_1,1
2c39acc31,arvalis_1,25,arvalis_1_1,1
2c3d40735,arvalis_1,32,arvalis_1_1,4
2c4db1d53,ethz_1,75,ethz_1_3,0
2c534b9b6,arvalis_1,41,arvalis_1_2,0
2c5b2cd57,arvalis_3,57,arvalis_3_2,2
2c7241d19,usask_1,23,usask_1_1,4
2c7638ee8,rres_1,41,rres_1_2,0
2c793443e,ethz_1,75,ethz_1_3,0
2c836cccb,rres_1,62,rres_1_3,3
2c9b5552e,arvalis_3,32,arvalis_3_1,2
2cae223a8,arvalis_3,10,arvalis_3_0,4
2cb361be8,ethz_1,90,ethz_1_4,0
2cc49e1ba,arvalis_1,33,arvalis_1_1,2
2cc75e9f5,usask_1,23,usask_1_1,0
2cc952ee8,usask_1,24,usask_1_1,2
2ccb37ea9,arvalis_2,11,arvalis_2_0,2
2ccec6dcc,usask_1,34,usask_1_1,4
2cfe966d3,arvalis_1,32,arvalis_1_1,3
2cffefd1a,arvalis_1,50,arvalis_1_2,0
2d06b68f0,arvalis_3,51,arvalis_3_2,3
2d07aba59,usask_1,31,usask_1_1,3
2d0fc19b8,rres_1,71,rres_1_3,2
2d159a876,arvalis_1,60,arvalis_1_3,0
2d1b6ce2a,rres_1,50,rres_1_2,2
2d2c79df1,arvalis_1,45,arvalis_1_2,4
2d3e3f783,rres_1,33,rres_1_1,1
2d635716b,arvalis_1,43,arvalis_1_2,3
2d65f77fb,ethz_1,84,ethz_1_4,4
2d6b777d8,arvalis_1,51,arvalis_1_2,2
2d72a5f04,ethz_1,74,ethz_1_3,2
2d8a88333,ethz_1,50,ethz_1_2,3
2d93cee57,arvalis_1,35,arvalis_1_1,0
2d990708e,arvalis_1,33,arvalis_1_1,1
2d9f247fb,arvalis_1,57,arvalis_1_2,2
2dbaac896,arvalis_1,48,arvalis_1_2,0
2dc5dd23d,arvalis_3,5,arvalis_3_0,2
2dda3a53d,arvalis_1,53,arvalis_1_2,3
2de7cc0c9,ethz_1,79,ethz_1_3,3
2dfd889a2,arvalis_1,39,arvalis_1_1,0
2e0c19135,arvalis_3,65,arvalis_3_3,4
2e1a15f76,arvalis_1,39,arvalis_1_1,2
2e1ed4321,ethz_1,52,ethz_1_2,0
2e262da1c,arvalis_1,44,arvalis_1_2,3
2e71d8f9c,ethz_1,76,ethz_1_3,1
2e867b62b,arvalis_1,27,arvalis_1_1,2
2eaac7a41,rres_1,33,rres_1_1,1
2ed43720f,rres_1,42,rres_1_2,2
2ed94451a,arvalis_1,50,arvalis_1_2,4
2efd58ef9,arvalis_1,26,arvalis_1_1,1
2f03889ab,ethz_1,63,ethz_1_3,3
2f1c4be01,arvalis_1,30,arvalis_1_1,3
2f204a70c,inrae_1,14,inrae_1_0,0
2f2716b45,arvalis_1,33,arvalis_1_1,4
2f53b1a20,arvalis_1,62,arvalis_1_3,4
2f836c5ab,inrae_1,22,inrae_1_1,0
2f8461229,arvalis_1,48,arvalis_1_2,3
2f9755f66,rres_1,44,rres_1_2,1
2fc0fadfa,arvalis_1,35,arvalis_1_1,3
2fc7b5c3a,inrae_1,15,inrae_1_0,2
2ff4e8bb0,arvalis_3,23,arvalis_3_1,4
2ffc9e0d3,arvalis_1,51,arvalis_1_2,0
3014e5cad,ethz_1,94,ethz_1_4,0
302fd5e69,ethz_1,63,ethz_1_3,0
303def58d,arvalis_2,18,arvalis_2_0,1
3049b3745,arvalis_2,16,arvalis_2_0,0
305bf8b23,rres_1,47,rres_1_2,4
307fa05aa,ethz_1,75,ethz_1_3,2
30a6d7d1d,ethz_1,71,ethz_1_3,4
30bbd3d87,arvalis_3,24,arvalis_3_1,4
30dbdb998,ethz_1,74,ethz_1_3,4
30e5213ff,rres_1,55,rres_1_2,3
30f54e611,arvalis_3,21,arvalis_3_1,3
31016e613,arvalis_3,60,arvalis_3_3,2
311498261,rres_1,75,rres_1_3,0
311a6b1e4,usask_1,46,usask_1_2,3
311a8b9db,arvalis_1,29,arvalis_1_1,2
31a6e55f2,usask_1,13,usask_1_0,3
31b00c1ad,arvalis_1,56,arvalis_1_2,2
31b58b813,arvalis_1,61,arvalis_1_3,2
31c085c60,rres_1,39,rres_1_1,1
31eb0625d,arvalis_2,25,arvalis_2_1,2
32494cc53,rres_1,53,rres_1_2,1
327ace967,arvalis_1,38,arvalis_1_1,3
328dde875,arvalis_1,36,arvalis_1_1,1
32a203fe5,ethz_1,64,ethz_1_3,1
32f716667,ethz_1,77,ethz_1_3,4
331a697b2,arvalis_1,34,arvalis_1_1,1
331c69189,arvalis_3,56,arvalis_3_2,1
331cefee1,arvalis_3,32,arvalis_3_1,4
333d4affe,ethz_1,81,ethz_1_4,3
336d2e4ce,arvalis_1,70,arvalis_1_3,0
33b939a6a,arvalis_1,35,arvalis_1_1,2
33c69a58a,rres_1,37,rres_1_1,3
33d37a437,usask_1,29,usask_1_1,4
33ea56e1c,arvalis_3,30,arvalis_3_1,1
33f469471,arvalis_1,48,arvalis_1_2,0
340ac8d52,arvalis_2,20,arvalis_2_1,2
342af9602,arvalis_1,57,arvalis_1_2,3
344bdc291,arvalis_1,24,arvalis_1_1,2
3455cbc17,inrae_1,20,inrae_1_1,1
346efc9f4,arvalis_3,52,arvalis_3_2,1
347ecba39,arvalis_1,30,arvalis_1_1,4
348059f04,arvalis_1,40,arvalis_1_2,3
348f3c34b,arvalis_1,49,arvalis_1_2,4
34b5b6acb,arvalis_1,31,arvalis_1_1,0
34b96b38e,ethz_1,56,ethz_1_2,0
34c5e70d5,arvalis_1,46,arvalis_1_2,3
34d3f0351,arvalis_1,27,arvalis_1_1,3
34df9ca13,arvalis_3,20,arvalis_3_1,1
34f2e3b92,ethz_1,69,ethz_1_3,4
34f7f196b,ethz_1,79,ethz_1_3,3
350530720,ethz_1,73,ethz_1_3,0
352c3a397,arvalis_3,55,arvalis_3_2,3
352e238a9,ethz_1,62,ethz_1_3,0
3542457e2,ethz_1,44,ethz_1_2,2
35af6e100,ethz_1,73,ethz_1_3,2
35b59e0a0,rres_1,18,rres_1_0,4
35b935b6c,ethz_1,115,ethz_1_5,1
35d6a4509,arvalis_1,37,arvalis_1_1,3
35f84d33a,rres_1,63,rres_1_3,1
366187e59,rres_1,59,rres_1_2,2
3684c0fae,arvalis_1,33,arvalis_1_1,3
36d1cc44b,usask_1,12,usask_1_0,1
36e469dbf,arvalis_3,25,arvalis_3_1,1
36fb90706,arvalis_1,53,arvalis_1_2,2
37073b5c1,ethz_1,66,ethz_1_3,3
3712db803,arvalis_1,61,arvalis_1_3,2
371563f00,inrae_1,18,inrae_1_0,4
37191de77,ethz_1,62,ethz_1_3,4
371f6d5b0,ethz_1,66,ethz_1_3,4
372d12c55,usask_1,18,usask_1_0,2
3733d0e53,rres_1,41,rres_1_2,4
3738685a3,arvalis_3,21,arvalis_3_1,2
3741873d5,rres_1,19,rres_1_0,1
3744f2482,arvalis_2,17,arvalis_2_0,3
3753c58f7,arvalis_2,20,arvalis_2_1,0
375a4795b,arvalis_2,28,arvalis_2_1,2
376689e0c,inrae_1,30,inrae_1_1,2
3782f5786,arvalis_3,19,arvalis_3_0,4
378966871,ethz_1,85,ethz_1_4,0
379ef727d,arvalis_1,66,arvalis_1_3,3
37a28463a,ethz_1,62,ethz_1_3,1
37b0d5ea3,rres_1,16,rres_1_0,4
37bcaaeb6,rres_1,21,rres_1_1,1
37e705df9,arvalis_3,45,arvalis_3_2,0
37f80fd4e,ethz_1,64,ethz_1_3,1
37f88c75e,ethz_1,49,ethz_1_2,4
382bf4ed7,arvalis_3,17,arvalis_3_0,2
3834dbe25,rres_1,33,rres_1_1,1
383817085,arvalis_3,27,arvalis_3_1,0
3842535e1,inrae_1,26,inrae_1_1,0
3843b28ec,ethz_1,64,ethz_1_3,0
38565f9b9,arvalis_1,43,arvalis_1_2,1
386e36c35,arvalis_3,9,arvalis_3_0,2
38b19d4f5,arvalis_3,11,arvalis_3_0,4
38b259a9e,arvalis_2,16,arvalis_2_0,4
38c8180c0,rres_1,52,rres_1_2,3
38dc44b85,arvalis_1,22,arvalis_1_1,4
38eb35232,inrae_1,30,inrae_1_1,0
38ed976da,arvalis_2,21,arvalis_2_1,4
38fd197f0,arvalis_2,25,arvalis_2_1,3
3918cb6de,arvalis_1,45,arvalis_1_2,0
3940de6a5,ethz_1,78,ethz_1_3,1
39614e195,arvalis_1,75,arvalis_1_3,1
39869da63,ethz_1,57,ethz_1_2,1
398708128,arvalis_2,23,arvalis_2_1,3
399260323,arvalis_1,51,arvalis_1_2,1
399fce7aa,rres_1,65,rres_1_3,1
39ad9affa,arvalis_1,47,arvalis_1_2,4
39cb95bc9,ethz_1,60,ethz_1_3,1
39f0b1003,arvalis_1,43,arvalis_1_2,0
3a061fb14,rres_1,27,rres_1_1,3
3a1c78a92,arvalis_1,35,arvalis_1_1,2
3a1f54e49,ethz_1,69,ethz_1_3,3
3a4672486,arvalis_1,37,arvalis_1_1,2
3a67dc193,ethz_1,86,ethz_1_4,1
3a84eba70,ethz_1,53,ethz_1_2,3
3a97dc987,arvalis_3,13,arvalis_3_0,2
3aaa6d134,arvalis_1,26,arvalis_1_1,3
3ab9d0640,rres_1,37,rres_1_1,3
3abd6b428,arvalis_3,36,arvalis_3_1,2
3ae057d35,rres_1,67,rres_1_3,4
3aea733b5,arvalis_1,34,arvalis_1_1,1
3b07735f3,arvalis_3,12,arvalis_3_0,3
3b2183a3c,rres_1,63,rres_1_3,2
3b4627945,arvalis_1,34,arvalis_1_1,2
3b4f7ba0a,arvalis_2,19,arvalis_2_0,2
3b552c95a,arvalis_3,56,arvalis_3_2,2
3b6147f4c,arvalis_1,34,arvalis_1_1,1
3b70da460,arvalis_3,19,arvalis_3_0,2
3b778c35e,rres_1,56,rres_1_2,3
3b829f3b0,usask_1,18,usask_1_0,4
3ba04140c,usask_1,39,usask_1_1,0
3ba5d332c,arvalis_3,37,arvalis_3_1,3
3badddaf9,arvalis_1,34,arvalis_1_1,1
3bf5b5ee1,arvalis_3,51,arvalis_3_2,3
3c0d9abaa,arvalis_1,50,arvalis_1_2,4
3c1168fe0,arvalis_3,55,arvalis_3_2,2
3c14db5cc,ethz_1,69,ethz_1_3,3
3c2b5bd45,ethz_1,75,ethz_1_3,3
3c377bf39,ethz_1,63,ethz_1_3,4
3c378dd5d,ethz_1,69,ethz_1_3,4
3c6f520ee,usask_1,35,usask_1_1,1
3cb9f2e8c,arvalis_3,53,arvalis_3_2,3
3cbee7440,arvalis_1,41,arvalis_1_2,1
3ce598c96,arvalis_1,34,arvalis_1_1,1
3cf295f6c,arvalis_3,58,arvalis_3_2,4
3cf4abfb6,rres_1,59,rres_1_2,2
3cfbeabfc,arvalis_1,43,arvalis_1_2,1
3d0a586c6,arvalis_1,46,arvalis_1_2,2
3d1c7f78a,arvalis_1,54,arvalis_1_2,0
3d39ed7cf,arvalis_1,31,arvalis_1_1,1
3d5f3124e,ethz_1,64,ethz_1_3,1
3d74e4614,rres_1,44,rres_1_2,3
3d765f241,rres_1,34,rres_1_1,1
3d9125515,arvalis_2,25,arvalis_2_1,1
3d9302a17,ethz_1,70,ethz_1_3,3
3db3994f9,arvalis_1,26,arvalis_1_1,1
3db94deb2,arvalis_3,4,arvalis_3_0,4
3dc3a72f9,arvalis_1,25,arvalis_1_1,0
3dd0a7c0e,rres_1,55,rres_1_2,3
3dd22103f,arvalis_1,32,arvalis_1_1,2
3dd44c524,rres_1,57,rres_1_2,0
3e0213b6f,rres_1,61,rres_1_3,1
3e1e66c76,usask_1,38,usask_1_1,4
3e2e50976,arvalis_1,24,arvalis_1_1,3
3e5845bc4,arvalis_1,43,arvalis_1_2,1
3e5cf1ed6,rres_1,49,rres_1_2,3
3e6110840,rres_1,45,rres_1_2,3
3e684e1cc,arvalis_3,21,arvalis_3_1,1
3e9bf50b6,arvalis_1,40,arvalis_1_2,0
3ead80a57,rres_1,36,rres_1_1,1
3ed7c19f0,rres_1,40,rres_1_2,0
3eda8f481,rres_1,15,rres_1_0,0
3edfa2df0,usask_1,28,usask_1_1,0
3ee6fd90a,rres_1,31,rres_1_1,2
3eeb41f2a,arvalis_1,54,arvalis_1_2,2
3eece2a34,rres_1,54,rres_1_2,3
3eeed3eda,arvalis_1,31,arvalis_1_1,0
3ef86180e,arvalis_3,49,arvalis_3_2,4
3f1c5459a,ethz_1,65,ethz_1_3,2
3f23c607b,ethz_1,79,ethz_1_3,2
3f2eddbe8,rres_1,52,rres_1_2,2
3f5b4ef85,arvalis_1,29,arvalis_1_1,1
3f6898489,rres_1,40,rres_1_2,0
3f7abadea,arvalis_3,5,arvalis_3_0,1
3f8f6b1a1,arvalis_2,25,arvalis_2_1,4
3fa496996,arvalis_1,53,arvalis_1_2,3
3fa57b900,ethz_1,59,ethz_1_2,1
3fd04f5cd,arvalis_1,58,arvalis_1_2,2
3fd9db710,arvalis_3,42,arvalis_3_2,1
3fe6394cd,arvalis_3,3,arvalis_3_0,2
3ff643a64,arvalis_1,46,arvalis_1_2,0
400553ddc,arvalis_1,37,arvalis_1_1,0
40191f5cd,arvalis_1,43,arvalis_1_2,3
4021d47d4,arvalis_1,41,arvalis_1_2,0
40299d328,inrae_1,20,inrae_1_1,2
408013a9d,arvalis_3,48,arvalis_3_2,4
408eff4a9,ethz_1,65,ethz_1_3,3
409a8490c,arvalis_3,15,arvalis_3_0,4
40b8f078e,ethz_1,54,ethz_1_2,1
40ca794c1,arvalis_1,40,arvalis_1_2,4
40cdb5389,arvalis_2,21,arvalis_2_1,4
40d727f36,ethz_1,82,ethz_1_4,0
40f547633,arvalis_1,51,arvalis_1_2,0
4112a34bd,arvalis_2,25,arvalis_2_1,2
411d24167,arvalis_2,20,arvalis_2_1,4
4130b2b02,arvalis_1,65,arvalis_1_3,2
4132df01d,ethz_1,82,ethz_1_4,2
41457a646,arvalis_3,1,arvalis_3_0,0
4153dca13,ethz_1,79,ethz_1_3,3
41630f18f,arvalis_1,42,arvalis_1_2,3
41761631b,usask_1,43,usask_1_2,4
41badd217,ethz_1,72,ethz_1_3,3
41c0123cc,usask_1,34,usask_1_1,1
41c9d0538,arvalis_3,54,arvalis_3_2,1
41f3feb3c,arvalis_1,45,arvalis_1_2,4
42099cf54,ethz_1,69,ethz_1_3,3
421657e44,ethz_1,74,ethz_1_3,4
42200d05d,ethz_1,60,ethz_1_3,4
4227725a7,rres_1,39,rres_1_1,2
4276fddc7,ethz_1,77,ethz_1_3,3
427fddfcf,ethz_1,59,ethz_1_2,0
4285f0271,arvalis_1,43,arvalis_1_2,4
42b47b7e1,arvalis_1,30,arvalis_1_1,0
42c7bc230,ethz_1,69,ethz_1_3,0
42cc125bc,usask_1,38,usask_1_1,4
42d5e8791,arvalis_1,57,arvalis_1_2,0
42e247347,usask_1,20,usask_1_1,4
42e6efaaa,arvalis_3,32,arvalis_3_1,0
42f5d5a5e,usask_1,29,usask_1_1,3
42f5fe6a5,rres_1,60,rres_1_3,2
4311e0c38,arvalis_3,49,arvalis_3_2,2
432d13b1c,rres_1,50,rres_1_2,2
4341d37a9,arvalis_1,60,arvalis_1_3,3
43650fd9c,usask_1,26,usask_1_1,0
43966050a,arvalis_3,30,arvalis_3_1,0
43a765c3e,usask_1,32,usask_1_1,2
43ab45d4b,ethz_1,64,ethz_1_3,4
43ac88073,arvalis_3,24,arvalis_3_1,0
43b921912,arvalis_3,46,arvalis_3_2,0
43bc260d9,arvalis_3,47,arvalis_3_2,4
43cf9ed10,arvalis_3,6,arvalis_3_0,4
43d29ec95,rres_1,61,rres_1_3,0
43e3ccd92,usask_1,29,usask_1_1,0
43f4f59cc,arvalis_1,35,arvalis_1_1,0
43f9b9fc5,arvalis_1,37,arvalis_1_1,2
4413c8a73,ethz_1,56,ethz_1_2,4
443cc36d2,arvalis_1,43,arvalis_1_2,0
443e953d4,arvalis_3,7,arvalis_3_0,0
44463860f,arvalis_1,55,arvalis_1_2,3
444977945,arvalis_3,12,arvalis_3_0,2
44546c006,arvalis_3,43,arvalis_3_2,0
44a6fa0ce,inrae_1,17,inrae_1_0,1
44afd181e,arvalis_2,21,arvalis_2_1,1
44b7163ea,arvalis_3,17,arvalis_3_0,0
44b73b40d,arvalis_1,48,arvalis_1_2,1
44c60402e,arvalis_1,60,arvalis_1_3,3
44e31e39f,ethz_1,57,ethz_1_2,4
44fb6b8b2,arvalis_2,18,arvalis_2_0,4
4525e9579,arvalis_1,40,arvalis_1_2,2
452859b3a,rres_1,47,rres_1_2,1
452fe4932,ethz_1,70,ethz_1_3,3
4532a128a,rres_1,37,rres_1_1,0
45402cfbb,arvalis_1,36,arvalis_1_1,0
457752437,arvalis_2,17,arvalis_2_0,2
458b7beb9,arvalis_1,30,arvalis_1_1,2
45958be5e,rres_1,46,rres_1_2,1
45a0724bf,arvalis_1,50,arvalis_1_2,4
45a13cbcd,inrae_1,23,inrae_1_1,3
45a203e70,arvalis_3,32,arvalis_3_1,3
45a6506a3,arvalis_1,48,arvalis_1_2,0
45aabed56,arvalis_3,17,arvalis_3_0,3
45d452a61,arvalis_1,21,arvalis_1_1,4
461376287,inrae_1,33,inrae_1_1,3
461d55f4b,arvalis_1,50,arvalis_1_2,4
462d4d062,arvalis_3,49,arvalis_3_2,1
463a95dac,rres_1,38,rres_1_1,3
4646dcda7,arvalis_3,10,arvalis_3_0,3
4655fcc18,arvalis_1,39,arvalis_1_1,4
465a8a521,ethz_1,75,ethz_1_3,2
46630486d,ethz_1,57,ethz_1_2,4
466a4369a,ethz_1,62,ethz_1_3,4
46727d887,arvalis_1,31,arvalis_1_1,4
4676009a9,ethz_1,53,ethz_1_2,3
467dee148,arvalis_3,13,arvalis_3_0,3
467e7283e,arvalis_2,29,arvalis_2_1,1
4688d25ab,ethz_1,61,ethz_1_3,4
46930c2f2,arvalis_1,45,arvalis_1_2,0
46b7a42f3,ethz_1,62,ethz_1_3,1
46e480374,ethz_1,94,ethz_1_4,1
46e49521e,inrae_1,30,inrae_1_1,1
46e976dc4,arvalis_1,35,arvalis_1_1,1
4710cf119,arvalis_1,14,arvalis_1_0,3
471c46022,ethz_1,69,ethz_1_3,2
474a83c68,arvalis_1,44,arvalis_1_2,3
474e47181,ethz_1,50,ethz_1_2,0
4759e7258,arvalis_1,45,arvalis_1_2,1
475d3a571,inrae_1,11,inrae_1_0,3
4762899a8,arvalis_1,65,arvalis_1_3,2
4764548b9,rres_1,23,rres_1_1,2
4767561f3,arvalis_3,8,arvalis_3_0,4
477bdc144,arvalis_3,38,arvalis_3_1,2
4789e5c97,arvalis_1,44,arvalis_1_2,0
478e21230,rres_1,49,rres_1_2,0
47a1184e4,arvalis_3,1,arvalis_3_0,2
47a9b9c85,ethz_1,55,ethz_1_2,2
47b0d504c,arvalis_2,16,arvalis_2_0,4
47dcd5b34,arvalis_2,17,arvalis_2_0,2
47e218059,arvalis_1,82,arvalis_1_4,0
480c01244,usask_1,40,usask_1_2,4
48269749e,arvalis_1,38,arvalis_1_1,2
482d7c843,arvalis_1,51,arvalis_1_2,2
483f5b46c,arvalis_1,50,arvalis_1_2,4
483fac02a,ethz_1,53,ethz_1_2,3
484674836,arvalis_1,28,arvalis_1_1,3
4870004e7,arvalis_1,60,arvalis_1_3,1
4883da2a8,arvalis_1,49,arvalis_1_2,1
489706bb1,arvalis_1,23,arvalis_1_1,0
48a50a1fd,arvalis_1,42,arvalis_1_2,3
48bdfec34,arvalis_2,27,arvalis_2_1,3
48c72c991,usask_1,38,usask_1_1,1
48dd5506a,arvalis_3,25,arvalis_3_1,3
48fbd2ed7,arvalis_3,38,arvalis_3_1,3
48fe9c634,ethz_1,70,ethz_1_3,4
49476a3c4,arvalis_3,23,arvalis_3_1,3
4972999e9,ethz_1,56,ethz_1_2,2
4972b9493,rres_1,55,rres_1_2,1
498261a4b,arvalis_1,48,arvalis_1_2,1
498df3cb2,ethz_1,63,ethz_1_3,2
499bf6abd,ethz_1,80,ethz_1_4,4
49a9d29b6,ethz_1,55,ethz_1_2,4
49c3e4f6e,arvalis_3,24,arvalis_3_1,1
49d76c63d,arvalis_2,22,arvalis_2_1,2
49dcb7dd3,usask_1,26,usask_1_1,4
49e34a567,ethz_1,55,ethz_1_2,1
49fbdf27c,ethz_1,81,ethz_1_4,3
4a06c2f96,arvalis_1,44,arvalis_1_2,1
4a150e0ff,arvalis_1,41,arvalis_1_2,0
4a2662fae,rres_1,45,rres_1_2,0
4a29d08ab,arvalis_2,24,arvalis_2_1,3
4a304fb45,rres_1,57,rres_1_2,1
4a3f67d2e,usask_1,27,usask_1_1,3
4a44057d7,ethz_1,58,ethz_1_2,3
4a44720ca,rres_1,65,rres_1_3,0
4a4a1d3e0,usask_1,31,usask_1_1,3
4a609f334,arvalis_1,61,arvalis_1_3,4
4a654c127,rres_1,41,rres_1_2,0
4a66347dc,arvalis_1,26,arvalis_1_1,4
4a7825bbe,arvalis_2,25,arvalis_2_1,1
4a875aa50,arvalis_2,22,arvalis_2_1,2
4a8b1ad4a,arvalis_3,11,arvalis_3_0,2
4a8d4eaa5,ethz_1,80,ethz_1_4,2
4aa477af5,arvalis_1,33,arvalis_1_1,2
4ae715446,ethz_1,55,ethz_1_2,2
4ae7a034a,arvalis_1,30,arvalis_1_1,4
4aeb37788,usask_1,39,usask_1_1,1
4af27998f,arvalis_1,31,arvalis_1_1,0
4b04d64f9,arvalis_1,35,arvalis_1_1,0
4b0b5b4bd,ethz_1,60,ethz_1_3,2
4b127eb47,arvalis_3,20,arvalis_3_1,4
4b3d92c5e,ethz_1,73,ethz_1_3,0
4b3f6a162,arvalis_3,75,arvalis_3_3,4
4b4639da9,usask_1,35,usask_1_1,1
4b4f6de9b,rres_1,49,rres_1_2,3
4b6281d55,arvalis_1,44,arvalis_1_2,4
4b74f7320,rres_1,52,rres_1_2,2
4b7c94e8f,ethz_1,68,ethz_1_3,3
4b83b6541,arvalis_1,34,arvalis_1_1,2
4b869fa1c,ethz_1,72,ethz_1_3,1
4b95f5e5a,arvalis_3,18,arvalis_3_0,3
4bb2dc30e,ethz_1,68,ethz_1_3,2
4bb9bab8b,ethz_1,73,ethz_1_3,3
4bdcb2c78,ethz_1,76,ethz_1_3,0
4be09242b,rres_1,36,rres_1_1,1
4be2817ef,arvalis_3,61,arvalis_3_3,0
4bfb54f09,usask_1,19,usask_1_0,2
4bfd5f95e,arvalis_1,49,arvalis_1_2,2
4c02b2f7f,usask_1,29,usask_1_1,1
4c1c5eca7,arvalis_1,45,arvalis_1_2,1
4c24f7168,arvalis_1,48,arvalis_1_2,4
4c55b9a80,arvalis_1,27,arvalis_1_1,2
4c572095f,arvalis_1,52,arvalis_1_2,2
4c5805bae,arvalis_1,33,arvalis_1_1,2
4c5dc3f2b,usask_1,35,usask_1_1,0
4c7fc04f6,usask_1,39,usask_1_1,0
4c8159dbd,arvalis_3,24,arvalis_3_1,3
4caebe5ac,arvalis_1,42,arvalis_1_2,2
4cb33fd6e,ethz_1,67,ethz_1_3,1
4cbb2b7bd,arvalis_1,56,arvalis_1_2,1
4cd4207d8,ethz_1,62,ethz_1_3,4
4cdcd49d4,rres_1,43,rres_1_2,3
4ce73a46c,arvalis_3,39,arvalis_3_1,1
4cece159a,ethz_1,76,ethz_1_3,4
4cf58e2d1,arvalis_1,44,arvalis_1_2,3
4cf91995d,arvalis_1,95,arvalis_1_4,2
4cfb86eff,arvalis_1,35,arvalis_1_1,4
4d0c8be2a,arvalis_1,34,arvalis_1_1,0
4d0e29915,ethz_1,72,ethz_1_3,2
4d103d0aa,arvalis_2,21,arvalis_2_1,1
4d12fea62,inrae_1,13,inrae_1_0,3
4d57ebd90,rres_1,58,rres_1_2,0
4d60c73db,usask_1,18,usask_1_0,0
4d6921225,rres_1,41,rres_1_2,2
4d77c47b6,arvalis_2,11,arvalis_2_0,2
4d90cdad1,usask_1,31,usask_1_1,2
4db6e2e94,arvalis_1,51,arvalis_1_2,3
4dc07d36a,ethz_1,81,ethz_1_4,1
4dd820b52,rres_1,29,rres_1_1,0
4ddaaf93f,arvalis_3,53,arvalis_3_2,3
4de022cd4,ethz_1,76,ethz_1_3,0
4def855a8,arvalis_2,23,arvalis_2_1,1
4e02ed1d3,arvalis_1,42,arvalis_1_2,2
4e06d497b,arvalis_1,47,arvalis_1_2,4
4e0cf51fd,arvalis_1,45,arvalis_1_2,0
4e23d68b2,arvalis_1,32,arvalis_1_1,0
4e2b8a4a6,arvalis_1,77,arvalis_1_3,3
4e3d5f72f,ethz_1,67,ethz_1_3,3
4e400338e,arvalis_3,22,arvalis_3_1,4
4e5c1078d,usask_1,36,usask_1_1,0
4e652f7f1,arvalis_1,27,arvalis_1_1,3
4e6891a56,ethz_1,78,ethz_1_3,1
4e6c05213,arvalis_3,1,arvalis_3_0,1
4e7b1a596,arvalis_3,86,arvalis_3_4,3
4e8584276,arvalis_1,53,arvalis_1_2,1
4e9096ca9,rres_1,44,rres_1_2,2
4eb328c36,arvalis_1,61,arvalis_1_3,1
4eb442168,rres_1,63,rres_1_3,0
4ecd10d42,arvalis_1,53,arvalis_1_2,3
4ef7057d7,ethz_1,46,ethz_1_2,1
4f13bffbc,rres_1,29,rres_1_1,4
4f14fa438,arvalis_3,23,arvalis_3_1,3
4f4b7779a,ethz_1,66,ethz_1_3,3
4f4c6ee91,arvalis_3,9,arvalis_3_0,2
4f5331b7b,arvalis_1,44,arvalis_1_2,4
4f75a8d52,rres_1,62,rres_1_3,2
4f9b8d33e,usask_1,25,usask_1_1,3
4f9eceb2b,arvalis_1,36,arvalis_1_1,1
4fb0ce1e5,arvalis_1,58,arvalis_1_2,4
4fb926950,rres_1,39,rres_1_1,2
4fbf0c8b7,arvalis_3,29,arvalis_3_1,0
4fc5adf2d,ethz_1,75,ethz_1_3,1
4ff1646a8,arvalis_3,22,arvalis_3_1,3
4ffeedce2,rres_1,67,rres_1_3,3
5016adc4b,rres_1,57,rres_1_2,0
5018112f2,arvalis_1,45,arvalis_1_2,2
5041b4b98,arvalis_2,11,arvalis_2_0,4
504dc181d,ethz_1,57,ethz_1_2,2
504ec14ed,arvalis_1,26,arvalis_1_1,0
505dfa497,inrae_1,31,inrae_1_1,2
509a7a9b5,arvalis_3,4,arvalis_3_0,0
50c47d6b5,ethz_1,86,ethz_1_4,1
50ee1a4fc,arvalis_2,21,arvalis_2_1,1
510c8e6f2,ethz_1,58,ethz_1_2,0
511091599,arvalis_2,26,arvalis_2_1,2
511dfeca3,ethz_1,77,ethz_1_3,3
51260fee0,arvalis_3,35,arvalis_3_1,0
51544e05c,ethz_1,65,ethz_1_3,4
515e496a4,arvalis_3,41,arvalis_3_2,1
516218913,rres_1,38,rres_1_1,1
518796b7c,arvalis_2,18,arvalis_2_0,4
5187b2d69,rres_1,54,rres_1_2,1
518f35565,arvalis_1,46,arvalis_1_2,2
51af1e874,arvalis_3,8,arvalis_3_0,0
51b4a91cc,rres_1,29,rres_1_1,0
51bf3f631,arvalis_3,28,arvalis_3_1,4
51cd1fe14,arvalis_2,16,arvalis_2_0,0
51d7e0c3d,rres_1,61,rres_1_3,1
51e3f1a43,usask_1,23,usask_1_1,3
51eff11e9,arvalis_2,20,arvalis_2_1,0
51f2e0a05,inrae_1,14,inrae_1_0,0
51f539ed6,arvalis_1,32,arvalis_1_1,1
522b1ba70,inrae_1,12,inrae_1_0,2
522edf5c3,rres_1,34,rres_1_1,0
526a2a9ef,arvalis_1,40,arvalis_1_2,2
528621931,arvalis_2,26,arvalis_2_1,1
52a0abc4b,ethz_1,63,ethz_1_3,1
